Price,Close,High,Low,Open,Volume
Ticker,TNPL.NS,TNPL.NS,TNPL.NS,TNPL.NS,TNPL.NS
Date,,,,,
2020-08-31,107.37207794189453,112.49766131421194,106.35579766642154,111.79068197242516,320420
2020-09-01,108.21160888671875,112.14417047839338,106.04649563115126,106.93021642807751,154664
2020-09-02,111.30462646484375,112.14416522797052,108.4325340093005,109.36044349953158,189363
2020-09-03,110.7743911743164,112.23253171433136,109.66974027161629,111.30462225916165,146438
2020-09-04,110.2441635131836,110.81858334887748,107.7697427173888,109.58137295098008,101927
2020-09-07,110.7743911743164,112.23253171433136,109.31625063430145,112.05579026680095,141195
2020-09-08,108.69764709472656,111.96741101774765,108.43252818539882,111.26043849663026,191865
2020-09-09,107.02538299560547,110.46283453638092,105.91053806173902,106.83957786929813,209810
2020-09-10,104.05245208740234,107.44344859535288,103.30921745157372,106.56085657930504,168627
2020-09-11,104.60987091064453,107.30408751254429,100.98661459002145,102.75179147319787,506866
2020-09-14,105.53890991210938,106.88602174790934,105.07439005590466,106.09633232195293,125011
2020-09-15,103.63439178466797,106.00343900493286,103.12341706311476,106.00343900493286,109816
2020-09-16,106.14278411865234,109.44087783894369,104.09889964478832,104.74922458974224,401225
2020-09-17,102.75180053710938,105.63182250160122,102.05502068660275,105.35311481420528,117835
2020-09-18,102.56598663330078,104.23825387857649,102.14791450597393,103.21631160290625,106654
2020-09-21,97.68853759765625,103.21632164092365,96.75949778614836,102.61244434584128,158604
2020-09-22,96.0162582397461,100.3362945621056,93.87947103428557,97.68853265098555,78586
2020-09-23,94.76205444335938,100.33629294002758,93.87946951659123,96.80593905693341,433103
2020-09-24,91.88202667236328,93.83300860193006,91.04588953454599,92.90396891280204,147778
2020-09-25,94.66915130615234,98.89627788742739,92.57881188270545,94.20463143427526,410373
2020-09-28,95.96981811523438,96.85240312626433,94.76206349044567,95.41238854194023,89725
2020-09-29,96.34142303466797,97.17756026020542,94.20463577830675,95.78400058031335,381025
2020-09-30,97.4562759399414,97.96724357452544,95.31948157564848,96.89885348039012,116321
2020-10-01,99.87177276611328,100.52209775357204,97.54917339945949,98.19949838691824,115053
2020-10-05,98.7104721069336,99.77886922263431,98.06014712590395,99.50015446618693,44662
2020-10-06,98.10659790039062,99.77887231487897,97.82789022331652,98.89628028411698,89000
2020-10-07,100.24340057373047,103.58794259414542,96.71304633172988,98.57112601951724,712647
2020-10-08,101.82275390625,104.79568532179663,101.07952636837136,102.19437121919466,222129
2020-10-09,100.15049743652344,101.91566745945848,99.73242525634556,101.86921972033525,57325
2020-10-12,97.36337280273438,100.84727201435878,96.85239808315836,100.38275211947553,72899
2020-10-13,96.7130355834961,98.06014746023713,95.36593079476577,97.13110771959258,84262
2020-10-14,97.40982055664062,97.64208050412333,95.36593585399734,95.92335831035359,49057
2020-10-15,94.66915130615234,99.87177245357356,92.99687693219053,98.4317580155503,286985
2020-10-16,95.78399658203125,96.89884853221463,94.2046318459516,94.2046318459516,48620
2020-10-19,96.43431854248047,97.50270846998544,95.83044135214503,97.50270846998544,32664
2020-10-20,95.78399658203125,97.13110846916815,95.69109402485199,96.85239370961962,30944
2020-10-21,95.59819793701172,97.4098227326415,95.22658059513576,96.57368548542343,47435
2020-10-22,95.69109344482422,96.85239312255267,95.22657357373284,96.1556133159156,57416
2020-10-23,96.80593872070312,97.36336823884248,96.10915891103969,96.10915891103969,44928
2020-10-26,95.31947326660156,97.45626744462905,95.13366815895156,96.62013028418305,36705
2020-10-27,94.90140533447266,96.5272247848351,94.06526819954134,95.31947035793317,53618
2020-10-28,94.20463562011719,95.73755268302659,93.83301828850111,95.50529273676793,100749
2020-10-29,93.5542984008789,95.3659301354168,93.13623335568359,94.2046304676402,62949
2020-10-30,94.76205444335938,95.83045157282294,93.0897800591546,93.83301469391468,97085
2020-11-02,93.647216796875,96.6201413890251,93.36850201535597,96.6201413890251,44852
2020-11-03,93.36849975585938,94.71560462857526,93.18269463135069,93.83301965514225,35794
2020-11-04,93.78656005859375,94.52979469483857,92.99687768759038,93.32204018294344,46653
2020-11-05,94.20463562011719,95.59819529766918,92.9968810643677,94.15818079566102,61976
2020-11-06,95.55174255371094,100.28984414295067,93.97237771996811,94.52980018552374,182954
2020-11-09,94.94786071777344,96.62013512240401,94.5762504838652,96.62013512240401,75307
2020-11-10,95.737548828125,96.48077637341981,94.94785937223378,95.36593151147221,109527
2020-11-11,95.22657775878906,96.62013743330792,94.71560304292773,96.48078004825383,54026
2020-11-12,95.83045959472656,96.52723946513706,94.62270498414381,94.76206237582818,80292
2020-11-13,97.73497009277344,98.71046457792404,94.66914344574754,95.64463084288798,140235
2020-11-14,97.40982055664062,98.47821773266325,96.48078076670984,98.43176290796228,27897
2020-11-17,97.50272369384766,97.92079585459216,96.57368389843029,97.13111344608961,83133
2020-11-18,99.36080169677734,100.05758153220498,97.1311118938177,97.54917695986988,116252
2020-11-19,100.15049743652344,102.56599959928691,98.75693767862012,99.36080790330239,202870
2020-11-20,104.84213256835938,107.48989439275981,99.91822623077502,100.61500603130202,648642
2020-11-23,102.51953887939453,105.7247303911467,101.7763113040399,105.7247303911467,169039
2020-11-24,101.2188720703125,103.86664087500921,100.33628719408718,103.86664087500921,102921
2020-11-25,101.96212005615234,103.8666545188294,100.70791771907756,103.8666545188294,96665
2020-11-26,103.63439178466797,104.00600203160363,100.9401749663177,102.38018239322119,130196
2020-11-27,103.03050994873047,104.51697213482358,102.7517951878333,104.05245225866881,78617
2020-12-01,104.19181060791016,104.51697310663975,102.19437370426998,102.19437370426998,128197
2020-12-02,104.00599670410156,105.44601114525427,103.72728903317606,104.88858871539253,103911
2020-12-03,107.67571258544922,108.97636970309445,104.14535856441374,105.7247304529869,634808
2020-12-04,105.07439422607422,108.60474810854618,104.14535447679326,108.14022823390569,238642
2020-12-07,109.99830627441406,110.88089118932778,105.63181525786595,105.91053001416013,586221
2020-12-08,108.83700561523438,111.39186486869991,106.97892615816852,111.39186486869991,383391
2020-12-09,109.39443969726562,113.24995639931505,107.07184012832155,110.09121956794884,433011
2020-12-10,107.44344329833984,109.90539993413437,103.82018703132248,109.6266851874367,350035
2020-12-11,108.55830383300781,109.58024623890292,106.42151645486558,107.95442651970251,176963
2020-12-14,107.35054779052734,110.32347220635745,106.93247564304407,109.11571767542034,187037
2020-12-15,106.51441192626953,107.76861420850773,105.49246958844623,107.76861420850773,128691
2020-12-16,107.81507110595703,109.62669587202761,107.07183643433206,107.07183643433206,211204
2020-12-17,110.92735290527344,113.80737485125397,107.9544213094136,109.34798100146976,827740
2020-12-18,115.57255554199219,116.59449793095607,109.858959205861,111.48477889812533,1118476
2020-12-21,112.83187103271484,120.5893583564549,110.97379159479111,116.9661020349015,1217650
2020-12-22,114.96865844726562,116.87319259412135,106.88601620375282,111.48475970643939,345080
2020-12-23,115.94416809082031,117.05901299845834,113.15704873371416,115.57255075893728,225739
2020-12-24,113.76091766357422,117.1983690853925,112.87833271214048,116.50158925383607,130950
2020-12-28,115.24737548828125,116.31576545310912,113.90026369539477,113.90026369539477,116261
2020-12-29,112.97122955322266,116.08351122568848,112.50670968903341,115.29382887416888,148299
2020-12-30,112.83187103271484,114.27188543230997,111.67057138401252,113.57510564308856,85921
2020-12-31,113.90027618408203,115.06157591493118,112.32091138533161,113.34285373087666,117023
2021-01-01,115.57255554199219,116.12997801888055,114.08609324095279,114.08609324095279,207402
2021-01-04,118.59192657470703,120.54290864970118,114.59705277847213,116.12996979739998,666451
2021-01-05,123.05130004882812,125.18809410059141,117.24480217774317,118.03449155861881,1072873
2021-01-06,121.28614044189453,126.02423459269014,118.03450136396718,124.1661551195888,563054
2021-01-07,120.4964599609375,123.56229415487189,119.84613493216898,123.28357937796468,257442
2021-01-08,128.53265380859375,134.06043743108518,121.05388106003645,121.89001115633815,1798907
2021-01-11,123.05130004882812,129.36877256777257,122.63323503731404,129.36877256777257,375954
2021-01-12,122.95841217041016,125.42036174915175,122.67969742020783,123.56228231583098,201093
2021-01-13,119.98548126220703,123.84100483379275,118.45257130397611,123.56229006610842,229357
2021-01-14,119.84613037109375,122.58679485832911,119.56741560479381,120.49645537511236,141383
2021-01-15,119.10289001464844,120.35709931491107,117.98804517887122,120.21773485042566,162879
2021-01-18,117.38417053222656,120.21773750575156,116.22287084930385,119.10289264535004,138252
2021-01-19,119.24225616455078,120.58936095082298,117.2912670423487,118.08094940285345,148856
2021-01-20,120.0783920288086,123.19068097423877,118.96354712370686,119.56741731263052,471430
2021-01-21,117.38417053222656,121.28614171965337,116.82674810202582,120.77516702396306,123193
2021-01-22,114.73641204833984,118.22031119960522,113.90027483443396,116.31577682837576,158452
2021-01-25,112.27444458007812,116.17641551215824,111.57766481592206,115.38672610903981,124778
2021-01-27,110.46282196044922,113.34284361839656,109.71958736381295,112.4602587369001,137961
2021-01-28,110.8344497680664,111.34541739969458,108.79055797752048,110.27702022372864,127010
2021-01-29,110.50926971435547,112.46025875890483,109.90539957848205,111.67056934182035,115908
2021-02-01,112.32090759277344,112.69252491169958,109.53378833284364,111.34541301659368,133000
2021-02-02,113.29639434814453,115.1544738427464,112.69252418280755,113.24994661358595,141632
2021-02-03,115.75835418701172,116.96610872595605,112.87833231108017,113.43575475674258,200584
2021-02-04,118.68482971191406,119.84612941555314,115.80480786449132,116.12997036390809,267131
2021-02-05,116.17642211914062,119.75321660627593,115.71190224995256,118.68482657755192,140366
2021-02-08,115.52609252929688,118.35966662737249,114.13253289181921,116.64094449208552,169173
2021-02-09,115.57255554199219,117.43063519029428,115.2009381947295,116.45514053973113,100824
2021-02-10,115.75835418701172,118.31321356030777,115.29383430095788,115.29383430095788,168722
2021-02-11,117.56997680664062,117.70932709115696,115.47963748277076,116.08350761703596,128630
2021-02-12,114.41124725341797,115.99061200181808,111.57767316527625,113.24994755959118,353469
2021-02-15,115.15447235107422,116.78029188779054,112.78542527895114,112.78542527895114,125168
2021-02-16,116.54802703857422,117.05900170662474,114.27188261837178,115.15446749444773,156337
2021-02-17,117.66288757324219,118.91708983752011,116.22287310328662,116.87320519114209,129489
2021-02-18,120.68225860595703,122.0758182396333,118.87063391738221,119.7996736731664,336312
2021-02-19,119.84613037109375,124.49132922268653,118.17385594931598,121.2396900265716,359341
2021-02-22,120.58935546875,122.3545252220993,118.22030140692381,119.89257569621411,198258
2021-02-23,119.14933776855469,121.47193694532963,118.73127275193927,121.19322220891256,80534
2021-02-24,121.84354400634766,124.21259794087096,119.52094488936795,120.31063425954905,175643
2021-02-25,122.07582092285156,124.53778483540646,120.8680805546034,124.49133001139184,147625
2021-02-26,121.05388641357422,121.70421142568262,119.84613186193174,120.40356140146582,131682
2021-03-01,125.32746124267578,128.20749024466772,121.42549698347727,122.81905666004974,503815
2021-03-02,131.5055694580078,132.75976451962111,123.56227736370819,126.07068166295531,1426182
2021-03-03,137.07981872558594,144.9302018224299,132.34171030329014,134.71076451443804,2772391
2021-03-04,135.45399475097656,136.89400916004533,132.85268068556545,135.6397998607871,365343
2021-03-05,130.4371795654297,135.73271765727495,129.18298436685217,133.78172844701385,345814
2021-03-08,133.17784118652344,135.63979061983147,125.7455238922861,131.87717715441977,396838
