Price,Close,High,Low,Open,Volume
Ticker,TNPL.NS,TNPL.NS,TNPL.NS,TNPL.NS,TNPL.NS
Date,,,,,
2021-03-09,131.41265869140625,135.63979203170808,130.9945936744578,133.17784257277359,257309
2021-03-10,130.01910400390625,132.5275083746013,129.60103897146055,131.0875081712907,102371
2021-03-12,130.39073181152344,133.45655158054382,128.2074827750186,130.20491252465567,237843
2021-03-15,132.80621337890625,134.8500977467176,127.74295018845858,130.99458892052843,265288
2021-03-16,137.96240234375,142.14308120265153,136.56884272411617,141.21404145622895,1541864
2021-03-17,137.6836700439453,141.21402346579413,136.19721514465405,139.35594420966524,580744
2021-03-18,134.98947143554688,141.53920416498653,134.0139769139672,138.56626577997787,576980
2021-03-19,136.47592163085938,138.42691060509776,130.20490386854792,133.54945234552216,314737
2021-03-22,134.8036651611328,137.40496496141913,134.3391453145073,135.4075352913377,130498
2021-03-23,136.10430908203125,136.66173854390155,134.15332014150536,134.85009988083317,152818
2021-03-24,133.73526000976562,138.42691326085787,132.4346101193336,137.4978735745434,170299
2021-03-25,132.62042236328125,134.94302170414431,130.57653777852602,133.17785187549694,200071
2021-03-26,137.26560974121094,138.4269093160097,132.34169670886024,133.0849312719355,175400
2021-03-30,136.47592163085938,138.33400096784055,134.06042699839605,138.33400096784055,129183
2021-03-31,136.15078735351562,138.42693205887653,134.61786315731723,135.82561774874011,74152
2021-04-01,143.07211303710938,150.3186254936736,135.03592534536836,136.61528999174269,593919
2021-04-05,138.7056427001953,142.93277655606755,134.01398895194197,142.1430870686109,339781
2021-04-06,136.56884765625,141.53921614952233,135.87206782126913,138.70564198539574,190607
2021-04-07,135.2681884765625,138.42691784420987,134.0139791881025,136.29012365973261,145036
2021-04-08,134.71075439453125,138.28756285403566,134.29268937126957,134.98946913537924,122720
2021-04-09,136.38302612304688,138.1946506407808,133.45654266268875,134.94301180217417,217782
2021-04-12,127.09264373779297,134.6643122147241,125.88488919810493,134.6643122147241,388973
2021-04-13,130.2049102783203,131.13394999254598,127.51070077747426,127.55715559838976,237234
2021-04-15,128.4862060546875,130.99461065760744,128.25394610671302,130.06557086570953,99013
2021-04-16,127.55716705322266,130.06557167168643,127.27845227872172,129.13653187403153,55382
2021-04-19,126.90682983398438,127.46424515339484,124.30551581533939,125.46681545080403,133097
2021-04-20,125.60615539550781,128.20746919998686,125.46680512113312,127.04616966013191,60503
2021-04-22,124.584228515625,126.95326839222307,124.2590589526304,126.25648862239524,125752
2021-04-23,124.63067626953125,126.07069071119777,123.74809134593613,124.44487115551462,88714
2021-04-26,125.37390899658203,128.3468333037395,124.81649366300198,125.65262375138269,172004
2021-04-27,127.23198699951172,128.1610267208313,125.74553195101308,125.83842741753236,94192
2021-04-28,129.5081329345703,131.92364190751073,126.62811827177968,126.62811827177968,110357
2021-04-29,128.25392150878906,130.80878044650987,127.6035966143913,130.0190911044429,82203
2021-04-30,128.1145782470703,130.2978273707501,127.78942283411114,128.25394271778583,108414
2021-05-03,130.11203002929688,131.8772000223564,126.34941591143561,126.34941591143561,71741
2021-05-04,133.68882751464844,141.67857582155168,130.11203263066895,130.62300737867258,431559
2021-05-05,132.80621337890625,136.52237192984322,131.97008337535337,135.08235765615117,155449
2021-05-06,131.877197265625,134.5249663758886,130.76235233668015,133.73527687254054,58594
2021-05-07,131.64491271972656,135.4075260559712,131.45910762895318,132.15588735136814,141620
2021-05-10,133.0849609375,134.6643258760737,131.64494630855623,131.64494630855623,80693
2021-05-11,130.53009033203125,134.66431455716517,127.60362066759387,131.92365001529137,112965
2021-05-12,128.1145782470703,132.66688161269536,127.78942283411114,131.27332196167131,242025
2021-05-14,126.4887466430664,129.97264543980182,126.02422680350168,129.8332951583406,73247
2021-05-17,128.67201232910156,131.92365162983697,121.93647377757819,126.9532830283039,202798
2021-05-18,129.46170043945312,130.85526012480344,128.8113612454719,128.8113612454719,52172
2021-05-19,129.55459594726562,130.0655706672342,128.25394591100218,129.6010507719941,88610
2021-05-20,135.73269653320312,137.17269662864553,129.32231453715121,129.60102926324387,564271
2021-05-21,132.9456024169922,137.17272220962602,131.87719813039638,136.98691708292054,155002
2021-05-24,131.55201721191406,134.01396655976174,130.25135322495964,134.01396655976174,48655
2021-05-25,132.2952423095703,136.56883042876984,131.31976200446672,134.61784146652218,111436
2021-05-26,133.31719970703125,135.2681887877865,131.9236401282121,132.29525034548877,109696
2021-05-27,139.91339111328125,148.83216414984352,133.73526831022411,133.73526831022411,1533446
2021-05-28,131.83071899414062,142.143064648879,130.9945889901434,141.02821991820943,473677
2021-05-31,141.77146911621094,147.48505781140977,131.92364226280432,132.5275124196551,1574834
2021-06-01,136.24368286132812,142.65406607453787,135.77916295498056,142.5147015970201,255593
2021-06-02,137.21917724609375,141.72502599974106,136.19724195963258,137.3585417233538,362874
2021-06-03,141.63211059570312,143.21147537501196,136.38304154728849,137.4978864399758,332207
2021-06-04,138.84498596191406,142.74695002498947,136.80110137420994,141.49275488472668,185920
2021-06-07,140.19207763671875,142.003716296613,138.89142779599374,138.9378826137382,259888
2021-06-08,138.75209045410156,141.8643650688461,136.56884140075576,140.42435064064065,236200
2021-06-09,138.61273193359375,144.8837504301714,137.26562709175553,138.75209640579754,545678
2021-06-10,142.2824249267578,143.5366341969453,139.35595553101484,139.40241035139604,287113
2021-06-11,141.58566284179688,144.88375703670172,141.21405258435237,144.60504225560703,273414
2021-06-14,145.3482666015625,147.43860604696184,136.89401335022706,141.6785624103991,689460
2021-06-15,157.75094604492188,160.25935043390047,146.3702095648333,147.20633963581915,2965811
2021-06-16,156.31092834472656,160.21289222005944,150.5044302635703,157.93674780745033,1262407
2021-06-17,160.86322021484375,164.95100344696576,152.36251253353365,152.45542217499906,1816958
2021-06-18,157.7974090576172,162.76776327276696,154.31350995427874,161.74582804140073,780320
2021-06-21,161.8851776123047,164.44003694334535,151.43348034895646,153.29155986244058,454940
2021-06-22,162.3496856689453,169.73554836202797,158.91224165450654,163.04646543576482,1213300
2021-06-23,163.6039276123047,169.9213874197249,161.69939303388088,163.32521281467768,1043672
2021-06-24,160.30580139160156,164.81163538380733,159.79482672674794,164.39357035838916,333537
2021-06-25,160.77032470703125,162.30323455865994,157.7509456484734,161.69936441735675,240885
2021-06-28,147.43861389160156,155.14964709121998,146.0450541871894,155.14964709121998,740868
2021-06-29,141.67855834960938,149.7612011382845,140.47080386945765,147.99603132761587,415095
2021-06-30,147.3921356201172,148.46053972915885,141.58563777539115,142.7933921622982,490663
2021-07-01,145.71987915039062,149.94699834405893,145.1624496732372,147.15987931033277,438683
2021-07-02,144.88375854492188,148.59991786214218,144.46569345693914,145.95216285423638,263684
2021-07-05,147.34571838378906,149.15734316391303,145.3482743023007,146.3237689303743,310308
2021-07-06,147.62440490722656,150.50443369148437,147.0669895843522,147.43859979960177,191532
2021-07-07,151.61927795410156,157.42577614609397,151.01540781254275,153.2915522685996,1397973
2021-07-08,149.5753936767578,154.22059223814782,148.64635396447983,151.52638274295,288051
2021-07-09,147.2992401123047,150.73668400006042,146.3702004574507,150.17925453674,207251
2021-07-12,147.3921356201172,150.13281394364395,147.02052542846278,148.0424747195426,157796
2021-07-13,146.13795471191406,149.34313899670116,145.25536978943956,148.1353844930943,238192
2021-07-14,142.88632202148438,147.1134558859318,142.32889247908744,147.1134558859318,296859
2021-07-15,140.37791442871094,144.3263334374653,139.86693972178543,144.23342379038,192523
2021-07-16,139.91339111328125,142.14308082841646,139.40241641888983,141.12113143963361,186011
2021-07-19,140.14564514160156,142.56113986850545,139.3559557221013,139.91338521539805,149219
2021-07-20,137.03335571289062,140.28499466201006,136.56883586301643,140.28499466201006,165470
2021-07-22,135.8720703125,139.03079995192013,135.68626518830274,138.47338457932838,218479
2021-07-23,134.3391571044922,138.00886137969326,133.78172756921168,136.56884689357025,134094
2021-07-26,132.99203491210938,135.17528400109236,132.43461956617145,133.0849445577765,105983
2021-07-27,131.7378387451172,134.71076309546805,130.7623441771526,133.27074865476047,167459
2021-07-28,140.74952697753906,143.44373667501713,130.85525896932882,132.43462376357533,625777
2021-07-29,144.46568298339844,157.0077197697385,140.4708091718043,143.90825345581908,2664092
2021-07-30,142.4217987060547,145.25537282244687,142.09662911813263,144.55859299920397,197687
2021-08-02,142.00372314453125,144.88373769531253,141.4462936567564,144.00115281968635,200959
2021-08-03,140.70306396484375,144.3727680550947,139.6346739480944,142.00372808960518,192599
2021-08-04,138.33401489257812,142.56114864491875,135.7327148997732,141.1675890019068,228694
2021-08-05,142.32888793945312,149.11088100086502,132.62042531385347,139.26305390610017,1438461
2021-08-06,138.33401489257812,142.6076034682235,137.12627454278518,142.05017394061002,366969
2021-08-09,141.12112426757812,141.95726850027543,134.43204128610353,137.68368022476682,517340
2021-08-10,133.54945373535156,140.28499140200407,131.2733093590662,140.14564112068842,356551
2021-08-11,132.10946655273438,135.63982089057035,129.83332170861098,134.2462610869001,228195
2021-08-12,134.75723266601562,137.0333774563573,132.57398335477632,133.31721806771031,249467
2021-08-13,134.94302368164062,139.77402754622653,131.2733195045043,134.52495862936308,524620
2021-08-16,131.92364501953125,134.89656939603466,131.18041038139998,134.8036739262818,155600
2021-08-17,133.1313934326172,134.24623825070606,131.5055739382315,132.1094440800235,121269
2021-08-18,132.2952423095703,134.1997764534749,131.9236321148661,133.45654188804625,103218
2021-08-20,126.62812042236328,132.29525437663054,125.42036591538123,130.1584742981487,152788
2021-08-23,121.42548370361328,128.57908642578403,120.77515876087423,127.27843654030592,149076
2021-08-24,124.77005004882812,126.34941489987202,121.75067064864736,121.75067064864736,133060
2021-08-25,126.39585876464844,128.5790936359867,123.79454467180034,126.30294912075261,170712
2021-08-26,125.74554443359375,128.48620904834414,124.72359496828629,126.25650499022493,100337
2021-08-27,125.42037200927734,126.39586662677617,124.53778704145354,126.39586662677617,50824
2021-08-30,125.83843994140625,129.1829889414262,125.09520525517709,125.6526348138546,183225
2021-08-31,125.28099822998047,127.23197292329422,124.86291906082364,126.48873839326154,95402
2021-09-01,125.65261840820312,128.67199740876993,125.4203584850826,125.9313331511519,190422
2021-09-02,126.6745834350586,128.90427330286127,125.88489392819965,125.88489392819965,262865
2021-09-03,125.93133544921875,128.20747990213212,125.4203607738249,127.27844019269638,134908
2021-09-06,126.30294036865234,128.30038416582977,124.49131584639028,126.11713526975733,189774
2021-09-07,124.95584869384766,127.51070805375903,124.4913288102274,126.34940834470841,109715
2021-09-08,126.11714935302734,128.11457919723372,125.42036952234764,125.60617464199117,385290
2021-09-09,125.37390899658203,127.23198846055811,125.00229877419532,127.04618334936477,227323
2021-09-13,124.63067626953125,126.16360035621685,124.25906604149799,124.49132597802416,233059
2021-09-14,126.91139221191406,127.52907568961574,125.01080981862533,125.4859554169475,181187
2021-09-15,126.38872528076172,128.14676974079907,124.96328852947494,127.81416203204851,242791
2021-09-16,125.43842315673828,128.05172363917032,125.01079506876218,125.91356869899865,501249
2021-09-17,125.67599487304688,126.76882381095693,125.43842210391068,126.38871318045545,145024
2021-09-20,123.30027770996094,125.81854347771605,123.06270492053905,125.43843281475795,260400
2021-09-21,122.68258666992188,123.82293308856048,121.25714277140507,122.58755175991391,151558
2021-09-22,122.06488800048828,124.39309827836959,121.68477736339018,123.34778677620417,160475
2021-09-23,123.72789764404297,125.01079642215134,122.92015891363033,123.25275209663859,366852
2021-09-24,122.96765899658203,124.96327604919509,122.39749305318617,123.7278947547342,172267
2021-09-27,123.68038940429688,127.48155406674525,121.87484198975088,124.67819802824806,975065
2021-09-28,123.30027770996094,126.3887239724455,122.73009721523148,124.34560378353419,227131
2021-09-29,123.68038940429688,124.01299711237809,122.01737986447571,123.20524382149082,270227
2021-09-30,126.1036376953125,130.9501285522223,125.05832608912111,127.33901913925939,1059859
2021-10-01,130.85508728027344,133.46838791931418,124.53565698961897,125.29589280285289,456912
2021-10-04,131.75784301757812,133.46836973928671,130.80755200555004,132.090450671904,323168
2021-10-05,138.02978515625,141.02319638361826,128.8594816499446,131.52028518525336,1408140
2021-10-06,136.08168029785156,141.87846170905217,135.03636880586356,139.02758845769932,421297
2021-10-07,133.9910430908203,138.3623878853891,133.61093245663662,136.08168057941316,143150
2021-10-08,136.08168029785156,140.16793485818224,134.4661883554765,134.4661883554765,324598
2021-10-11,134.27613830566406,137.7922125535232,133.2308122723827,136.08168563555904,127479
2021-10-12,131.75784301757812,136.794388281385,129.61968824051493,134.9888411586477,357781
2021-10-13,134.1811065673828,139.64528064272125,132.09046895165957,132.09046895165957,529171
2021-10-14,134.22862243652344,137.36458607315194,133.4208691739568,134.9413407857439,252335
2021-10-18,132.61312866210938,136.93695615706082,131.61532008630647,134.941339005455,270170
2021-10-19,129.66720581054688,134.893806381513,128.43182459371505,134.893806381513,184757
2021-10-20,128.66940307617188,131.0926481670316,127.57657416278941,130.18987456463427,149561
2021-10-21,128.66940307617188,130.04733670646812,127.8141469265935,129.3346184150559,118660
2021-10-22,126.62629699707031,131.14018000447058,125.43843304775446,129.33463260162742,116705
2021-10-25,125.43842315673828,128.05172363917032,124.10802143852571,127.29148787149549,82175
2021-10-26,127.62410736083984,128.5268810746141,125.43843476413355,125.43843476413355,88123
2021-10-27,129.38211059570312,130.42743646952738,127.48152864350601,128.28928177330562,125361
2021-10-28,126.53125762939453,129.61970378895828,125.53346354730742,129.61970378895828,94328
2021-10-29,124.72570037841797,128.1467539603423,123.77540932791574,126.38870971679688,113356
2021-11-01,125.96109008789062,127.33900930342911,124.77322619513475,124.96328151791737,66194
2021-11-02,127.1489486694336,128.28929505878682,126.15114014114037,126.48374781733513,60187
2021-11-03,126.00860595703125,128.19426389194817,125.05831485479209,127.3390077000495,73908
2021-11-04,127.19647979736328,127.81416326208158,126.24618862069353,127.81416326208158,20515
2021-11-08,129.4296417236328,130.61750556929812,126.57876849403608,127.81414979358622,97820
2021-11-09,130.14236450195312,131.42526329946088,129.42964617006916,131.14017306664897,104144
2021-11-10,128.71694946289062,131.8529135500866,128.0992659382691,129.71475819522036,121020
2021-11-11,129.19207763671875,130.1898862341925,128.194269039245,128.33682141047956,68332
2021-11-12,128.14675903320312,131.14017016066705,127.33900580818396,129.19207052996123,91066
2021-11-15,127.00640106201172,132.1379817566161,126.10362740749449,127.33900875065619,128771
2021-11-16,128.3843231201172,129.4771519974104,126.95888658436587,127.576569949742,84873
2021-11-17,127.19647979736328,130.76007170987484,126.91138954430383,128.38434376820047,119198
2021-11-18,125.91358184814453,128.24179234829697,124.53566253175168,127.62410887897032,123370
2021-11-22,123.11021423339844,126.10362538195052,122.0648882289849,125.91357006304571,130359
2021-11-23,124.20304107666016,125.43842237893517,121.54223040658827,122.872639366697,90796
2021-11-24,126.4837646484375,128.09925679001785,123.82294638567946,123.82294638567946,86035
2021-11-25,125.3433837890625,127.6716084635444,123.77540935550066,123.77540935550066,57662
2021-11-26,121.92234802246094,125.43842210566764,121.58974034554917,124.48813102910955,81576
2021-11-29,117.69355010986328,123.53784176654028,116.9333215875412,122.11240513077252,129895
2021-11-30,118.26372528076172,120.59194284131932,117.83609718297858,117.83609718297858,54534
2021-12-01,119.26152801513672,121.63725566484064,117.88360887836662,118.88141014115502,104534
2021-12-02,119.11898803710938,120.5444246883316,118.59633228174864,119.30905060735977,46798
2021-12-03,119.68915557861328,121.35216492627247,119.21401005071066,119.73667303146169,63916
2021-12-06,119.4040756225586,122.3024590657559,117.88361134496297,119.68915859640089,49682
2021-12-07,119.11898803710938,120.3068519131279,117.88361395613752,120.02176893297089,35755
2021-12-08,121.25714111328125,121.68477645203232,119.1189861699627,119.1189861699627,69613
2021-12-09,121.39968872070312,122.6825875131716,120.21182483889586,121.63726149706459,65015
2021-12-10,121.5897445678711,123.77541701991251,121.06708880770174,121.06708880770174,77422
2021-12-13,121.25714111328125,124.01298671247652,120.73448536611298,121.73229390638654,58561
2021-12-14,121.1146011352539,122.11240971783153,120.59194536592662,121.49471903576662,32029
2021-12-15,120.4969253540039,121.96987959320768,119.59414437669803,121.5897544184139,48127
2021-12-16,120.06927490234375,121.1621110797589,119.92672979222081,120.68696554611279,46519
2021-12-17,118.07366943359375,120.68696996431716,117.64604133771549,120.11679675309756,50322
2021-12-20,113.74984741210938,118.07367503163617,112.13435536203677,118.07367503163617,115585
2021-12-21,114.70014190673828,116.26812379530287,114.27251377810533,114.32003123690735,36152
2021-12-22,116.2206039428711,117.02834992445594,114.7001323891282,114.98522261799143,45938
2021-12-23,116.88580322265625,118.31123984732278,116.31563002281875,116.79077556437426,28202
2021-12-24,116.07806396484375,117.97864624097662,115.22280049055476,117.2659278874268,28802
2021-12-27,114.93770599365234,116.22060478266111,114.6051055576724,114.6051055576724,30853
